Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
195,20,RL,60.0,7180,Pave,IR1,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,0.0,2,TA,CBlock,3,3,Av,5,390.0,1,0.0,474.0,864.0,GasA,2,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2,5,7,0,Detchd,1989.0,1,1.0,352.0,3,3,2,0,0,0,0,0,0,0,May,2008,WD,Normal
196,160,RL,24.0,2280,Pave,Reg,Lvl,3,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0.0,2,TA,CBlock,4,3,No,5,566.0,1,0.0,289.0,855.0,GasA,2,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,2,7,7,1,Attchd,1976.0,1,2.0,440.0,3,3,2,87,0,0,0,0,0,0,Jul,2009,WD,Normal
197,20,RL,79.0,9416,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,205.0,4,TA,PConc,5,3,No,6,1126.0,1,0.0,600.0,1726.0,GasA,4,Y,SBrkr,1726,0,0,1726,1.0,0.0,2,0,3,1,4,8,7,1,Attchd,2007.0,3,3.0,786.0,3,3,2,171,138,0,0,266,0,0,Sep,2007,New,Partial
198,75,RL,174.0,25419,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,0.0,3,Gd,PConc,3,3,No,6,1036.0,2,184.0,140.0,1360.0,GasA,3,Y,SBrkr,1360,1360,392,3112,1.0,1.0,2,0,4,1,3,8,7,1,Detchd,1918.0,1,2.0,795.0,3,3,2,0,16,552,0,0,512,0,Mar,2006,WD,Abnorml
199,75,RM,92.0,5520,Pave,Reg,Lvl,3,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,755.0,755.0,GasA,4,Y,SBrkr,929,929,371,2229,0.0,0.0,1,0,5,1,2,8,7,0,Attchd,2005.0,1,0.0,0.0,3,3,2,0,198,30,0,0,0,0,Jul,2009,WD,Abnorml
200,20,RL,76.0,9591,Pave,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,262.0,3,TA,PConc,5,3,Av,6,1088.0,1,0.0,625.0,1713.0,GasA,4,Y,SBrkr,1713,0,0,1713,1.0,0.0,2,0,3,1,4,7,7,1,Attchd,2004.0,3,3.0,856.0,3,3,2,0,26,0,0,170,0,0,Jan,2009,WD,Normal
201,20,RM,80.0,8546,Pave,Reg,Lvl,3,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,4,3,No,1,0.0,1,0.0,1121.0,1121.0,GasA,4,Y,SBrkr,1121,0,0,1121,0.0,0.0,2,0,2,1,2,5,7,0,Attchd,2003.0,2,2.0,440.0,3,3,2,132,64,0,0,0,0,0,Mar,2010,WD,Normal
202,20,RL,75.0,10125,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,3,3,No,5,641.0,2,279.0,276.0,1196.0,GasA,2,Y,SBrkr,1279,0,0,1279,0.0,1.0,2,0,3,1,2,6,7,2,Detchd,1980.0,1,2.0,473.0,3,3,2,238,83,0,0,0,0,0,Feb,2008,WD,Normal
203,50,RL,50.0,7000,Pave,Reg,Lvl,3,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,2,Gd,BrkTil,2,3,No,2,617.0,1,0.0,0.0,617.0,GasA,3,Y,SBrkr,865,445,0,1310,0.0,0.0,2,0,2,1,2,6,6,0,Attchd,1924.0,1,1.0,398.0,3,3,2,0,0,126,0,0,0,0,May,2006,COD,Normal
204,120,RM,67.20569280343716,4438,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,205.0,3,TA,PConc,4,3,Av,6,662.0,1,0.0,186.0,848.0,GasA,4,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,3,3,7,1,Attchd,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,Jan,2008,WD,Normal
205,50,RM,50.0,3500,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,0.0,2,TA,CBlock,3,3,No,2,312.0,1,0.0,408.0,720.0,GasA,2,Y,SBrkr,720,564,0,1284,0.0,0.0,1,1,2,1,2,5,7,0,Detchd,1948.0,1,1.0,240.0,3,3,2,0,35,0,0,0,0,0,Apr,2009,WD,Normal
206,20,RL,99.0,11851,Pave,Reg,Lvl,3,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,PConc,4,3,No,1,0.0,1,0.0,1424.0,1424.0,GasA,4,Y,SBrkr,1442,0,0,1442,0.0,0.0,2,0,3,1,2,5,7,0,Attchd,1990.0,2,2.0,500.0,3,3,2,0,34,0,508,0,0,0,May,2009,WD,Normal
207,20,RL,40.0,13673,Pave,IR1,Lvl,3,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,0.0,2,Gd,CBlock,3,3,No,1,0.0,1,0.0,1140.0,1140.0,GasA,2,Y,SBrkr,1696,0,0,1696,0.0,0.0,1,1,3,1,2,8,5,1,Attchd,1962.0,2,1.0,349.0,3,3,2,0,30,0,0,0,0,0,Mar,2007,WD,Normal
208,20,RL,67.20569280343716,12493,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,PConc,3,3,No,5,419.0,3,306.0,375.0,1100.0,GasA,2,Y,SBrkr,1100,0,0,1100,1.0,0.0,1,0,3,1,2,6,7,1,Attchd,1960.0,2,1.0,312.0,3,3,2,355,0,0,0,0,0,0,Apr,2008,WD,Normal
209,60,RL,67.20569280343716,14364,Pave,IR1,Low,3,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,128.0,3,TA,CBlock,4,3,Gd,6,1065.0,1,0.0,92.0,1157.0,GasA,4,Y,SBrkr,1180,882,0,2062,1.0,0.0,2,1,3,1,2,7,7,1,Attchd,1988.0,3,2.0,454.0,3,3,2,60,55,0,0,154,0,0,Apr,2007,WD,Normal
210,20,RL,75.0,8250,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,260.0,2,TA,CBlock,4,3,No,3,787.0,1,0.0,305.0,1092.0,GasA,4,Y,SBrkr,1092,0,0,1092,1.0,0.0,1,0,3,1,2,6,7,0,Attchd,1964.0,2,2.0,504.0,3,4,2,0,0,0,0,0,0,0,Jul,2008,WD,Normal
211,30,RL,67.0,5604,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,0.0,2,TA,CBlock,3,3,No,3,468.0,1,0.0,396.0,864.0,GasA,2,N,FuseA,864,0,0,864,1.0,0.0,1,0,2,1,2,5,7,0,Attchd,2005.0,1,0.0,0.0,3,3,2,0,0,96,0,0,0,0,Apr,2008,WD,Normal
212,20,RL,83.0,10420,Pave,Reg,Lvl,3,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,4,3,Mn,6,36.0,1,0.0,1176.0,1212.0,GasA,4,Y,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,3,6,7,0,Attchd,2009.0,2,2.0,460.0,3,3,2,100,22,0,0,0,0,0,Mar,2010,WD,Normal
213,60,FV,72.0,8640,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,4,3,No,6,822.0,1,0.0,78.0,900.0,GasA,4,Y,SBrkr,932,920,0,1852,1.0,0.0,2,1,3,1,3,7,7,1,Attchd,2009.0,2,2.0,644.0,3,3,2,168,108,0,0,0,0,0,Jul,2009,New,Partial
214,20,RL,43.0,13568,Pave,IR2,Lvl,3,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,4,3,No,5,716.0,1,0.0,274.0,990.0,GasA,4,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,2,5,7,0,Attchd,1996.0,1,2.0,576.0,3,3,2,224,0,0,0,0,0,0,Jul,2006,WD,Normal
215,60,RL,61.276923076923076,10900,Pave,IR1,Lvl,3,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,153.0,2,TA,CBlock,4,3,No,6,378.0,1,0.0,311.0,689.0,GasA,4,Y,SBrkr,689,703,0,1392,0.0,0.0,1,1,3,1,2,6,7,0,Attchd,1977.0,3,1.0,299.0,3,3,2,0,36,0,0,0,0,450,Mar,2010,WD,Normal
216,20,RL,72.0,10011,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,64.0,2,TA,CBlock,3,3,No,4,360.0,1,0.0,710.0,1070.0,GasA,2,Y,SBrkr,1236,0,0,1236,0.0,1.0,1,0,2,1,3,6,6,1,Attchd,1957.0,1,1.0,447.0,3,3,2,0,0,0,0,0,0,0,May,2006,WD,Normal
217,20,RL,65.0,8450,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,266.0,3,TA,PConc,4,3,Mn,6,946.0,1,0.0,490.0,1436.0,GasA,4,Y,SBrkr,1436,0,0,1436,1.0,0.0,2,0,3,1,3,8,7,0,Attchd,2004.0,1,2.0,484.0,3,3,2,139,98,0,0,0,0,0,Apr,2008,WD,Normal
218,70,RM,57.0,9906,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,686.0,686.0,GasA,1,N,SBrkr,810,518,0,1328,0.0,0.0,1,0,3,1,2,8,7,0,Detchd,1940.0,1,1.0,210.0,3,3,2,0,172,60,0,0,0,0,Sep,2006,WD,Family
219,50,RL,82.69041769041769,15660,Pave,IR1,Lvl,3,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,312.0,3,Gd,CBlock,3,3,No,4,341.0,1,0.0,457.0,798.0,GasA,4,Y,SBrkr,1137,817,0,1954,0.0,1.0,1,1,3,1,3,8,7,2,Attchd,1939.0,1,2.0,431.0,3,3,2,0,119,150,0,0,0,0,May,2008,WD,Normal
220,120,RL,43.0,3010,Pave,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,16.0,3,TA,PConc,4,3,Av,6,16.0,1,0.0,1232.0,1248.0,GasA,4,Y,SBrkr,1248,0,0,1248,0.0,0.0,2,0,2,1,3,5,7,0,Attchd,2005.0,3,2.0,438.0,3,3,2,108,0,0,0,0,0,0,Mar,2006,New,Partial
221,20,RL,73.0,8990,Pave,IR1,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,Mn,1,0.0,1,0.0,1498.0,1498.0,GasA,4,Y,SBrkr,1498,0,0,1498,0.0,0.0,2,0,2,1,3,5,7,0,Attchd,2006.0,2,2.0,675.0,3,3,2,351,33,0,0,0,0,0,Apr,2006,New,Partial
222,60,RL,67.20569280343716,8068,Pave,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,1,0.0,1,0.0,1010.0,1010.0,GasA,4,Y,SBrkr,1010,1257,0,2267,0.0,0.0,2,1,4,1,3,8,7,1,BuiltIn,2002.0,2,2.0,390.0,3,3,2,120,46,0,0,0,0,0,Dec,2009,ConLI,Normal
223,60,RL,85.0,11475,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,CBlock,4,3,No,5,550.0,1,0.0,163.0,713.0,GasA,2,Y,SBrkr,811,741,0,1552,1.0,0.0,2,1,3,1,2,6,7,1,Attchd,1975.0,2,2.0,434.0,3,3,2,209,208,0,0,0,0,0,Feb,2006,WD,Normal
224,20,RL,70.0,10500,Pave,Reg,Lvl,3,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,CBlock,3,3,No,5,524.0,2,180.0,160.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,2,4,7,0,Detchd,1989.0,1,2.0,576.0,3,3,2,216,0,0,0,0,0,0,Mar,2009,WD,Abnorml
225,20,RL,103.0,13472,Pave,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,922.0,4,TA,PConc,5,3,Gd,6,56.0,1,0.0,2336.0,2392.0,GasA,4,Y,SBrkr,2392,0,0,2392,0.0,0.0,2,0,3,1,4,8,7,1,Attchd,2003.0,3,3.0,968.0,3,3,2,248,105,0,0,0,0,0,Jun,2009,WD,Normal
226,160,RM,21.0,1680,Pave,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,142.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,630.0,630.0,GasA,2,Y,SBrkr,630,672,0,1302,0.0,0.0,2,1,3,1,2,6,7,0,Detchd,1991.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,May,2009,COD,Abnorml
227,60,RL,82.0,9950,Pave,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,290.0,3,TA,PConc,4,3,No,6,565.0,1,0.0,638.0,1203.0,GasA,4,Y,SBrkr,1214,1306,0,2520,0.0,0.0,2,1,4,1,3,9,7,1,Attchd,1995.0,2,3.0,721.0,3,3,2,224,114,0,0,0,0,0,Jun,2007,WD,Abnorml
228,160,RM,21.0,1869,Pave,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,127.0,2,TA,CBlock,3,3,No,3,321.0,1,0.0,162.0,483.0,GasA,2,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,2,5,7,0,Detchd,1987.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,Sep,2008,WD,Normal
229,20,RL,70.0,8521,Pave,Reg,Lvl,3,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,CBlock,3,3,No,5,842.0,1,0.0,70.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,2,5,7,1,Detchd,1974.0,1,1.0,336.0,3,3,2,0,0,0,0,0,0,0,May,2010,WD,Normal
230,120,RL,43.0,3182,Pave,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,16.0,3,TA,PConc,4,3,Av,6,16.0,1,0.0,1357.0,1373.0,GasA,4,Y,SBrkr,1555,0,0,1555,0.0,0.0,2,0,2,1,3,7,7,1,Attchd,2005.0,3,2.0,430.0,3,3,2,143,20,0,0,0,0,0,May,2009,WD,Normal
231,20,RL,73.0,8760,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,220.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,1194.0,1194.0,GasA,2,Y,SBrkr,1194,0,0,1194,1.0,0.0,1,0,3,1,2,6,7,0,Attchd,1959.0,2,1.0,312.0,3,3,2,0,0,120,0,0,0,0,Apr,2010,WD,Normal
232,60,RL,174.0,15138,Pave,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,506.0,3,TA,PConc,4,3,No,6,689.0,1,0.0,773.0,1462.0,GasA,4,Y,SBrkr,1490,1304,0,2794,1.0,0.0,2,1,4,1,4,9,7,1,Attchd,1995.0,3,3.0,810.0,3,3,2,0,146,202,0,0,0,0,Jul,2009,WD,Normal
233,160,RM,21.0,1680,Pave,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,297.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,483.0,483.0,GasA,2,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,2,5,7,1,Attchd,1972.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,Jun,2006,WD,Normal
234,20,RL,75.0,10650,Pave,Reg,Lvl,3,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,CBlock,3,4,Av,2,182.0,5,712.0,0.0,894.0,GasA,2,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,2,5,7,0,Attchd,1976.0,1,1.0,308.0,3,3,2,365,0,0,0,0,0,0,Feb,2010,WD,Normal
235,60,RL,67.20569280343716,7851,Pave,Reg,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,6,625.0,1,0.0,235.0,860.0,GasA,4,Y,SBrkr,860,1100,0,1960,1.0,0.0,2,1,4,1,3,8,7,2,BuiltIn,2002.0,3,2.0,440.0,3,3,2,288,48,0,0,0,0,0,May,2010,WD,Normal
236,160,RM,21.0,1680,Pave,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,604.0,2,TA,CBlock,3,3,No,5,358.0,1,0.0,125.0,483.0,GasA,2,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,2,5,7,0,Detchd,1971.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,Aug,2008,WD,Normal
237,20,RL,65.0,8773,Pave,Reg,Lvl,3,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,98.0,3,TA,PConc,4,3,Av,6,24.0,1,0.0,1390.0,1414.0,GasA,4,Y,SBrkr,1414,0,0,1414,0.0,0.0,2,0,3,1,3,6,7,0,Attchd,2004.0,2,2.0,494.0,3,3,2,132,105,0,0,0,0,0,May,2010,WD,Normal
238,60,RL,56.7752808988764,9453,Pave,IR1,Lvl,3,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,0.0,3,TA,PConc,4,3,No,4,402.0,1,0.0,594.0,996.0,GasA,4,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,3,7,7,0,Attchd,1993.0,2,2.0,457.0,3,3,2,370,70,0,238,0,0,0,Feb,2010,WD,Normal
239,20,RL,93.0,12030,Pave,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,254.0,4,TA,PConc,5,3,No,1,0.0,1,0.0,1694.0,1694.0,GasA,4,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,3,7,7,0,Attchd,2007.0,3,3.0,818.0,3,3,2,168,228,0,0,0,0,0,Dec,2007,New,Partial
240,50,RL,52.0,8741,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,CBlock,3,2,No,2,94.0,1,0.0,641.0,735.0,GasA,2,Y,FuseA,798,689,0,1487,0.0,0.0,1,1,3,1,2,7,7,1,Detchd,1949.0,1,1.0,220.0,3,3,2,0,140,0,0,0,0,0,Apr,2010,WD,Normal
241,20,FV,75.0,9000,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,36.0,3,TA,PConc,4,3,Av,6,1078.0,1,0.0,488.0,1566.0,GasA,4,Y,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,3,7,7,0,Attchd,2008.0,2,2.0,750.0,3,3,2,144,168,0,0,0,0,0,Apr,2010,WD,Normal
242,30,RM,40.0,3880,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,0.0,2,Gd,CBlock,3,3,No,5,329.0,1,0.0,357.0,686.0,GasA,3,Y,SBrkr,866,0,0,866,0.0,0.0,1,0,2,1,3,4,7,0,Attchd,2005.0,1,0.0,0.0,3,3,2,58,42,0,0,0,0,0,Aug,2007,WD,Normal
243,50,RM,63.0,5000,Pave,Reg,Lvl,3,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,BrkTil,3,3,No,1,0.0,1,0.0,540.0,540.0,GasA,3,N,FuseA,889,551,0,1440,0.0,0.0,1,0,3,1,2,6,7,0,Attchd,1940.0,1,1.0,352.0,2,3,2,0,0,77,0,0,0,0,Apr,2006,WD,Normal
244,160,RL,75.0,10762,Pave,Reg,Lvl,3,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,4,3,No,1,0.0,1,0.0,626.0,626.0,GasA,2,Y,SBrkr,626,591,0,1217,0.0,0.0,1,1,3,1,2,6,7,1,Attchd,1980.0,2,1.0,288.0,3,3,2,0,28,0,0,0,0,0,Apr,2009,WD,Normal
245,60,RL,67.20569280343716,8880,Pave,IR1,Lvl,3,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,6,695.0,1,0.0,253.0,948.0,GasA,4,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,3,8,7,2,Attchd,1994.0,2,2.0,463.0,3,3,2,0,130,0,0,0,0,0,May,2010,WD,Normal
246,20,RL,80.0,10400,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,102.0,2,TA,CBlock,4,3,Av,6,929.0,1,0.0,916.0,1845.0,GasA,3,Y,SBrkr,1872,0,0,1872,0.0,1.0,2,0,3,1,2,6,7,1,Attchd,1988.0,3,2.0,604.0,3,3,2,197,39,0,0,0,0,0,Jun,2006,WD,Normal
247,190,RM,69.0,9142,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,0.0,2,Fa,Stone,2,3,No,1,0.0,1,0.0,1020.0,1020.0,GasA,3,N,FuseP,908,1020,0,1928,0.0,0.0,2,0,4,2,1,9,7,0,Detchd,1910.0,1,1.0,440.0,1,1,2,0,60,112,0,0,0,0,Apr,2006,WD,Normal
248,20,RL,75.0,11310,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,0.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,1367.0,1367.0,GasA,4,Y,SBrkr,1375,0,0,1375,0.0,0.0,1,0,2,1,2,5,7,1,Attchd,1954.0,1,2.0,451.0,3,3,2,0,30,0,0,0,0,0,Jun,2006,WD,Normal
249,60,RL,72.0,11317,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,101.0,3,TA,PConc,4,3,No,1,0.0,1,0.0,840.0,840.0,GasA,4,Y,SBrkr,840,828,0,1668,0.0,0.0,2,1,3,1,3,8,7,0,Attchd,2003.0,2,2.0,500.0,3,3,2,144,68,0,0,0,0,0,Sep,2007,WD,Normal
250,50,RL,56.7752808988764,159000,Pave,IR2,Low,3,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,472.0,3,TA,CBlock,4,3,Gd,3,697.0,1,0.0,747.0,1444.0,GasA,3,Y,SBrkr,1444,700,0,2144,0.0,1.0,2,0,4,1,3,7,7,2,Attchd,1958.0,3,2.0,389.0,3,3,2,0,98,0,0,0,0,500,Jun,2007,WD,Normal
251,30,RL,55.0,5350,Pave,IR1,Lvl,3,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,0.0,2,Po,CBlock,3,3,No,1,0.0,1,0.0,728.0,728.0,GasA,4,Y,SBrkr,1306,0,0,1306,0.0,0.0,1,0,3,1,1,6,4,0,Attchd,2005.0,1,0.0,0.0,3,3,2,263,0,0,0,0,0,450,May,2010,WD,Normal
